Experiment,Split,user-reg,item-reg,num-factors,NormalizedDCGEvaluator,ndcg_metric.py
exp00017,0,0.7787741905547286,0.4474342789474194,150.0,0.10108891860742951,0.07231196391351777
exp00017,1,0.7787741905547286,0.4474342789474194,150.0,0.09627618882825291,0.07580761362421783
exp00017,2,0.7787741905547286,0.4474342789474194,150.0,0.100848041404472,0.0783792463477385
exp00017,3,0.7787741905547286,0.4474342789474194,150.0,0.09729200031287377,0.08105822425344143
exp00017,4,0.7787741905547286,0.4474342789474194,150.0,0.09872818108644137,0.07423656328702104
exp00018,0,0.2133131302490763,0.11068234746562484,56.0,0.13231483433059854,0.1248532742524137
exp00018,1,0.2133131302490763,0.11068234746562484,56.0,0.12918041074082354,0.10913432466841137
exp00018,2,0.2133131302490763,0.11068234746562484,56.0,0.13004368993008952,0.12012036891820277
exp00018,3,0.2133131302490763,0.11068234746562484,56.0,0.13831539096586987,0.11322099439169124
exp00018,4,0.2133131302490763,0.11068234746562484,56.0,0.1343012947576413,0.10877732087634236
exp00019,0,0.11213330653327841,0.27626060820797504,129.0,0.12304326431505361,0.10219251952409909
exp00019,1,0.11213330653327841,0.27626060820797504,129.0,0.1252231357618864,0.0946484434350681
exp00019,2,0.11213330653327841,0.27626060820797504,129.0,0.11901138764500639,0.10229963655021818
exp00019,3,0.11213330653327841,0.27626060820797504,129.0,0.12196669768850082,0.10348438320775616
exp00019,4,0.11213330653327841,0.27626060820797504,129.0,0.12524489889341006,0.10549827516553659
exp00020,0,0.6542623253035831,0.7775705699518618,140.0,0.09827106111406123,0.0737643741279594
exp00020,1,0.6542623253035831,0.7775705699518618,140.0,0.09515288248446097,0.07116080399989706
exp00020,2,0.6542623253035831,0.7775705699518618,140.0,0.0982025724518514,0.07872876407165522
exp00020,3,0.6542623253035831,0.7775705699518618,140.0,0.09871535864747795,0.07613725524251772
exp00020,4,0.6542623253035831,0.7775705699518618,140.0,0.09925948710701608,0.06926148914810523
exp00021,0,0.22441847096754766,0.4189704696227813,103.0,0.12353783599219978,0.09381514241316345
exp00021,1,0.22441847096754766,0.4189704696227813,103.0,0.127000997037941,0.0972569188814914
exp00021,2,0.22441847096754766,0.4189704696227813,103.0,0.11885742108827989,0.07748615950038419
exp00021,3,0.22441847096754766,0.4189704696227813,103.0,0.11500094459621783,0.09993437229773765
exp00021,4,0.22441847096754766,0.4189704696227813,103.0,0.11151025554588917,0.10813405517993968
exp00022,0,0.11516124870143413,0.10703574209214936,130.0,0.13406349576858045,0.12539023079525055
exp00022,1,0.11516124870143413,0.10703574209214936,130.0,0.13338517282551968,0.10160350347581303
exp00022,2,0.11516124870143413,0.10703574209214936,130.0,0.12456259778445654,0.10611332462385563
exp00022,3,0.11516124870143413,0.10703574209214936,130.0,0.13980960860908603,0.1152765499232462
exp00022,4,0.11516124870143413,0.10703574209214936,130.0,0.13126108605235456,0.11838607614981797
exp00023,0,0.6325220461069607,0.7393191833553503,136.0,0.09427559981262217,0.07391882319316327
exp00023,1,0.6325220461069607,0.7393191833553503,136.0,0.09951677069187953,0.07983119700385494
exp00023,2,0.6325220461069607,0.7393191833553503,136.0,0.10007222288850433,0.07751998421808155
exp00023,3,0.6325220461069607,0.7393191833553503,136.0,0.09761879713015023,0.0764361625366316
exp00023,4,0.6325220461069607,0.7393191833553503,136.0,0.09989869604217498,0.07446619774910994
exp00024,0,0.4498087954314627,0.7981406610818617,112.0,0.10187800793474197,0.074785739778885
exp00024,1,0.4498087954314627,0.7981406610818617,112.0,0.09552357295052086,0.07483504474572628
exp00024,2,0.4498087954314627,0.7981406610818617,112.0,0.0967222427801718,0.06634349464553928
exp00024,3,0.4498087954314627,0.7981406610818617,112.0,0.09863992674182345,0.07889084126285817
exp00024,4,0.4498087954314627,0.7981406610818617,112.0,0.09398396798991111,0.07135526545649111
exp00025,0,0.05045305594301474,0.010881087713940002,117.0,0.22005010230169078,0.19686022037829626
exp00025,1,0.05045305594301474,0.010881087713940002,117.0,0.21651874700465149,0.20225646757112742
exp00025,2,0.05045305594301474,0.010881087713940002,117.0,0.2176671016339899,0.19862422353817563
exp00025,3,0.05045305594301474,0.010881087713940002,117.0,0.21475712215394496,0.20364578423643337
exp00025,4,0.05045305594301474,0.010881087713940002,117.0,0.21635911402462576,0.20141147546250954
exp00026,0,0.6525554498222734,0.1260361356062279,134.0,0.1287740406113294,0.10939700705291966
exp00026,1,0.6525554498222734,0.1260361356062279,134.0,0.12905383795912345,0.11628290283130778
exp00026,2,0.6525554498222734,0.1260361356062279,134.0,0.13253798312615966,0.1186288894536998
exp00026,3,0.6525554498222734,0.1260361356062279,134.0,0.12941621438533,0.10630889766103802
exp00026,4,0.6525554498222734,0.1260361356062279,134.0,0.13459007669441458,0.10729719511117881
exp00027,0,0.4397541183669139,0.7945491615361613,115.0,0.09881760304805466,0.07049702831455415
exp00027,1,0.4397541183669139,0.7945491615361613,115.0,0.09850550472272444,0.07701442337967306
exp00027,2,0.4397541183669139,0.7945491615361613,115.0,0.09940334901042404,0.07183152225960689
exp00027,3,0.4397541183669139,0.7945491615361613,115.0,0.094852089666558,0.0728673924255617
exp00027,4,0.4397541183669139,0.7945491615361613,115.0,0.09514118961353782,0.07370678489225979
exp00028,0,0.3804004038161324,0.6059517888148568,117.0,0.09977799631584565,0.07999200186806371
exp00028,1,0.3804004038161324,0.6059517888148568,117.0,0.0972377572775277,0.0799711955222174
exp00028,2,0.3804004038161324,0.6059517888148568,117.0,0.1021091061426594,0.0698893836103981
exp00028,3,0.3804004038161324,0.6059517888148568,117.0,0.10017735868886653,0.07944197888252659
exp00028,4,0.3804004038161324,0.6059517888148568,117.0,0.09479307182813412,0.07146146468661184
exp00029,0,0.04833004164950788,0.0039800018426499285,88.0,0.2185253589679353,0.20185528760245125
exp00029,1,0.04833004164950788,0.0039800018426499285,88.0,0.2196509784288688,0.20526532315496618
exp00029,2,0.04833004164950788,0.0039800018426499285,88.0,0.21969735111109842,0.20461282364600386
exp00029,3,0.04833004164950788,0.0039800018426499285,88.0,0.21830183270875142,0.20309501627424262
exp00029,4,0.04833004164950788,0.0039800018426499285,88.0,0.22173123667411712,0.20320482430042433
exp00030,0,0.43945991620923885,0.21765203479075126,98.0,0.12597625482954872,0.1065190135165177
exp00030,1,0.43945991620923885,0.21765203479075126,98.0,0.12340999152626157,0.11390818995398655
exp00030,2,0.43945991620923885,0.21765203479075126,98.0,0.13274357272027093,0.10248585633033414
exp00030,3,0.43945991620923885,0.21765203479075126,98.0,0.12506499257892528,0.10895621525734285
exp00030,4,0.43945991620923885,0.21765203479075126,98.0,0.12684188714238964,0.1010003210783932
exp00031,0,0.6821918940701619,0.6408113736752955,120.0,0.09646942287961142,0.07054106305576326
exp00031,1,0.6821918940701619,0.6408113736752955,120.0,0.10004728740651925,0.07570256423377161
exp00031,2,0.6821918940701619,0.6408113736752955,120.0,0.09877417788886055,0.08097417970479405
exp00031,3,0.6821918940701619,0.6408113736752955,120.0,0.09428010292769812,0.07835179348159456
exp00031,4,0.6821918940701619,0.6408113736752955,120.0,0.10221722138005002,0.07561216333343068
exp00032,0,0.3775085252631022,0.5454620891651434,95.0,0.10119794157711208,0.0774117232645542
exp00032,1,0.3775085252631022,0.5454620891651434,95.0,0.09896939579621916,0.07659543740658946
exp00032,2,0.3775085252631022,0.5454620891651434,95.0,0.09967108787403936,0.0771841617186334
exp00032,3,0.3775085252631022,0.5454620891651434,95.0,0.10020651152822982,0.07767098693911263
exp00032,4,0.3775085252631022,0.5454620891651434,95.0,0.09936093385419455,0.07488128472563542
exp00033,0,0.3416511128152735,0.20606064801798848,75.0,0.128945033189367,0.11714955281183272
exp00033,1,0.3416511128152735,0.20606064801798848,75.0,0.12471972582779302,0.10816106918866977
exp00033,2,0.3416511128152735,0.20606064801798848,75.0,0.12843386181710492,0.10528821094374075
exp00033,3,0.3416511128152735,0.20606064801798848,75.0,0.13079703046651406,0.11035301149742939
exp00033,4,0.3416511128152735,0.20606064801798848,75.0,0.12589707669767392,0.10657037139616068
exp00034,0,0.6910557443219797,0.2509191301778853,79.0,0.10084656539313298,0.0764594988866313
exp00034,1,0.6910557443219797,0.2509191301778853,79.0,0.10074415701852056,0.07942812905876372
exp00034,2,0.6910557443219797,0.2509191301778853,79.0,0.10239841004548163,0.07871395767957746
exp00034,3,0.6910557443219797,0.2509191301778853,79.0,0.10016108428357329,0.07768085055321214
exp00034,4,0.6910557443219797,0.2509191301778853,79.0,0.10212567621447655,0.07616636493920229
exp00035,0,0.1653911073651654,0.3401470188872163,140.0,0.12175517112596243,0.10031938795523306
exp00035,1,0.1653911073651654,0.3401470188872163,140.0,0.1276598457191263,0.09439288776371062
exp00035,2,0.1653911073651654,0.3401470188872163,140.0,0.11944038609169744,0.09398563341904234
exp00035,3,0.1653911073651654,0.3401470188872163,140.0,0.12190144987022987,0.09889500468762945
exp00035,4,0.1653911073651654,0.3401470188872163,140.0,0.12305099137666113,0.10933832197364346
exp00036,0,0.2728668719322497,0.14926640732571067,140.0,0.1267991330065004,0.1072096046903635
exp00036,1,0.2728668719322497,0.14926640732571067,140.0,0.1356160670296631,0.1141400281913257
exp00036,2,0.2728668719322497,0.14926640732571067,140.0,0.1321049136547853,0.10479743783876533
exp00036,3,0.2728668719322497,0.14926640732571067,140.0,0.12682250680761778,0.10518733848561525
exp00036,4,0.2728668719322497,0.14926640732571067,140.0,0.12898287087306234,0.11848182731634546
exp00037,0,0.1387551057552133,0.4382795775591913,125.0,0.1185013713190392,0.09905157942671905
exp00037,1,0.1387551057552133,0.4382795775591913,125.0,0.11502778471452905,0.08387916927327224
exp00037,2,0.1387551057552133,0.4382795775591913,125.0,0.10960740594719412,0.09291847775637709
exp00037,3,0.1387551057552133,0.4382795775591913,125.0,0.12070975582546643,0.09223613501684857
exp00037,4,0.1387551057552133,0.4382795775591913,125.0,0.11780539802051972,0.08351812252791248
exp00038,0,0.2424590854657135,0.39818028924143645,132.0,0.1185282340477005,0.08284737643905604
exp00038,1,0.2424590854657135,0.39818028924143645,132.0,0.1234040978500464,0.10305131960918625
exp00038,2,0.2424590854657135,0.39818028924143645,132.0,0.12672915973963772,0.10488066754632176
exp00038,3,0.2424590854657135,0.39818028924143645,132.0,0.11404964888724071,0.0959422687978289
exp00038,4,0.2424590854657135,0.39818028924143645,132.0,0.12300253210612497,0.10416811232558457
exp00039,0,0.06278869173346749,0.7127210142502395,101.0,0.10327113648585534,0.09411957750696234
exp00039,1,0.06278869173346749,0.7127210142502395,101.0,0.1145460024116947,0.09469462187138913
exp00039,2,0.06278869173346749,0.7127210142502395,101.0,0.11645814279085775,0.08648958359501917
exp00039,3,0.06278869173346749,0.7127210142502395,101.0,0.11412456822803752,0.07540800987966088
exp00039,4,0.06278869173346749,0.7127210142502395,101.0,0.11197771688905886,0.0946397452187435
exp00040,0,0.587215480177759,0.7405013326994957,110.0,0.09769266534035043,0.07741581699535591
exp00040,1,0.587215480177759,0.7405013326994957,110.0,0.095047289801974,0.07578877359847384
exp00040,2,0.587215480177759,0.7405013326994957,110.0,0.09837351194537228,0.07603410425070656
exp00040,3,0.587215480177759,0.7405013326994957,110.0,0.09754768512987666,0.07686212948309638
exp00040,4,0.587215480177759,0.7405013326994957,110.0,0.09786894430039146,0.07093624966752017
exp00041,0,0.043112339637203845,0.0680413037787801,120.0,0.16704406709265207,0.15035180083923658
exp00041,1,0.043112339637203845,0.0680413037787801,120.0,0.16921211798625793,0.16442895648613012
exp00041,2,0.043112339637203845,0.0680413037787801,120.0,0.1748309444619181,0.1542206551868444
exp00041,3,0.043112339637203845,0.0680413037787801,120.0,0.162296609207678,0.1524151277079761
exp00041,4,0.043112339637203845,0.0680413037787801,120.0,0.1666851051099716,0.16167686716115903
exp00042,0,0.49090697233957103,0.6687031133922525,133.0,0.0948499209485238,0.07847988662505294
exp00042,1,0.49090697233957103,0.6687031133922525,133.0,0.0982828536605251,0.07938390643972022
exp00042,2,0.49090697233957103,0.6687031133922525,133.0,0.10088078190481556,0.06752104694072278
exp00042,3,0.49090697233957103,0.6687031133922525,133.0,0.0996842924983581,0.07513692705483487
exp00042,4,0.49090697233957103,0.6687031133922525,133.0,0.09575567853088583,0.07865911317794126
exp00043,0,0.621152384031803,0.7480007292427349,137.0,0.09303464765570428,0.06964522082830009
exp00043,1,0.621152384031803,0.7480007292427349,137.0,0.0989924531999136,0.0695211730920488
exp00043,2,0.621152384031803,0.7480007292427349,137.0,0.0970822189322641,0.07159046756501967
exp00043,3,0.621152384031803,0.7480007292427349,137.0,0.09347606593891092,0.06934821229110004
exp00043,4,0.621152384031803,0.7480007292427349,137.0,0.09866628856408513,0.07380369679935025
exp00044,0,0.41788210097335426,0.787648664822828,114.0,0.09440263769961492,0.08050377089623235
exp00044,1,0.41788210097335426,0.787648664822828,114.0,0.09805620885987805,0.07018809472245235
exp00044,2,0.41788210097335426,0.787648664822828,114.0,0.09737463070181962,0.06894333209608398
exp00044,3,0.41788210097335426,0.787648664822828,114.0,0.0985151686133138,0.07441449847217183
exp00044,4,0.41788210097335426,0.787648664822828,114.0,0.09054879361336281,0.07382693378126597
exp00045,0,0.4583943811622692,0.0261551794275936,113.0,0.14604845579382156,0.13163134268896184
exp00045,1,0.4583943811622692,0.0261551794275936,113.0,0.14111789201047126,0.13404395661770607
exp00045,2,0.4583943811622692,0.0261551794275936,113.0,0.14737106957976537,0.13755213560837568
exp00045,3,0.4583943811622692,0.0261551794275936,113.0,0.1440189712400265,0.1321548113688375
exp00045,4,0.4583943811622692,0.0261551794275936,113.0,0.14979785640456614,0.12951300656961612
exp00046,0,0.31963860552354084,0.5862653483352871,120.0,0.10006613386963606,0.07506489720915545
exp00046,1,0.31963860552354084,0.5862653483352871,120.0,0.09959675600562319,0.0759803040120433
exp00046,2,0.31963860552354084,0.5862653483352871,120.0,0.09860797460314885,0.08035792552367903
exp00046,3,0.31963860552354084,0.5862653483352871,120.0,0.09809574108478061,0.0780026442051387
exp00046,4,0.31963860552354084,0.5862653483352871,120.0,0.10000722292239932,0.07730666491970362
exp00047,0,0.5204815074660564,0.16479314850574647,120.0,0.1273506087284834,0.11622334652751981
exp00047,1,0.5204815074660564,0.16479314850574647,120.0,0.13086363109686808,0.10957548649368021
exp00047,2,0.5204815074660564,0.16479314850574647,120.0,0.13031415694020412,0.11088938558861625
exp00047,3,0.5204815074660564,0.16479314850574647,120.0,0.13117272130148874,0.10975969890831104
exp00047,4,0.5204815074660564,0.16479314850574647,120.0,0.12885371372023302,0.11633486470318068
exp00048,0,0.7189941226649287,0.07535803754399636,92.0,0.1338702160159018,0.1171678108222972
exp00048,1,0.7189941226649287,0.07535803754399636,92.0,0.1263837055067257,0.11250887783104667
exp00048,2,0.7189941226649287,0.07535803754399636,92.0,0.13234287459857516,0.11839848021729427
exp00048,3,0.7189941226649287,0.07535803754399636,92.0,0.13242539671708922,0.11961909555873713
exp00048,4,0.7189941226649287,0.07535803754399636,92.0,0.1351773497148298,0.10867586873565539
exp00049,0,0.012500398675660229,0.5046450575016284,87.0,0.11545312746035168,0.08216511534522779
exp00049,1,0.012500398675660229,0.5046450575016284,87.0,0.10786365289988827,0.0850745881369428
exp00049,2,0.012500398675660229,0.5046450575016284,87.0,0.10471717343771464,0.07227240200480696
exp00049,3,0.012500398675660229,0.5046450575016284,87.0,0.10091615023067192,0.103165900174644
exp00049,4,0.012500398675660229,0.5046450575016284,87.0,0.10109412270206307,0.08576151705002236
exp00050,0,0.4132396111114168,0.21827505688530746,97.0,0.1284557924296173,0.11086634056569246
exp00050,1,0.4132396111114168,0.21827505688530746,97.0,0.12779635863563374,0.10153603927348247
exp00050,2,0.4132396111114168,0.21827505688530746,97.0,0.12430853176707837,0.09953359182792834
exp00050,3,0.4132396111114168,0.21827505688530746,97.0,0.12601999252080584,0.11023254093403054
exp00050,4,0.4132396111114168,0.21827505688530746,97.0,0.1250959603621296,0.1033863760629723
exp00051,0,0.45792667268866427,0.6291530919211137,82.0,0.09700676116037218,0.07983489501560348
exp00051,1,0.45792667268866427,0.6291530919211137,82.0,0.0991396438325893,0.07337710102245878
exp00051,2,0.45792667268866427,0.6291530919211137,82.0,0.09829416307004551,0.06515057576749309
exp00051,3,0.45792667268866427,0.6291530919211137,82.0,0.10032809830014862,0.07441946069035245
exp00051,4,0.45792667268866427,0.6291530919211137,82.0,0.09243687654001218,0.07213708728227049
exp00052,0,0.37891401119699186,0.5858533792615955,93.0,0.09949308450137358,0.07872973293747339
exp00052,1,0.37891401119699186,0.5858533792615955,93.0,0.09811119914695596,0.08298391060363895
exp00052,2,0.37891401119699186,0.5858533792615955,93.0,0.1038910080354342,0.07669560947516539
exp00052,3,0.37891401119699186,0.5858533792615955,93.0,0.10070356643375454,0.07569225209583169
exp00052,4,0.37891401119699186,0.5858533792615955,93.0,0.09620097610883749,0.07636939906487232
exp00053,0,0.37325687170188593,0.5270095755594075,96.0,0.09928368931954075,0.079539100191301
exp00053,1,0.37325687170188593,0.5270095755594075,96.0,0.09814011416465454,0.07672435029657461
exp00053,2,0.37325687170188593,0.5270095755594075,96.0,0.09812485972239343,0.07918498619413461
exp00053,3,0.37325687170188593,0.5270095755594075,96.0,0.0991624998174872,0.07610990206689694
exp00053,4,0.37325687170188593,0.5270095755594075,96.0,0.10042406568486598,0.074249018807406
exp00054,0,0.3451119903121337,0.19890865343763045,71.0,0.13125776588628468,0.11589088096751261
exp00054,1,0.3451119903121337,0.19890865343763045,71.0,0.13557081086643843,0.109501568530648
exp00054,2,0.3451119903121337,0.19890865343763045,71.0,0.13129159505411356,0.11884201307516191
exp00054,3,0.3451119903121337,0.19890865343763045,71.0,0.13392026334415974,0.1081576435532881
exp00054,4,0.3451119903121337,0.19890865343763045,71.0,0.1374642660349628,0.12138488280625014
exp00055,0,0.2720939592770527,0.3187465806483033,70.0,0.12813033632151288,0.11064190767435386
exp00055,1,0.2720939592770527,0.3187465806483033,70.0,0.13012053237574514,0.11249763049702273
exp00055,2,0.2720939592770527,0.3187465806483033,70.0,0.13105334891524004,0.1082612134537762
exp00055,3,0.2720939592770527,0.3187465806483033,70.0,0.12870242136914808,0.1051276311554045
exp00055,4,0.2720939592770527,0.3187465806483033,70.0,0.12450947336862832,0.11551457822619038
exp00056,0,0.7173904249115506,0.24190980575419008,79.0,0.10065654988384556,0.07637619675096409
exp00056,1,0.7173904249115506,0.24190980575419008,79.0,0.1008169202203075,0.07955566312098039
exp00056,2,0.7173904249115506,0.24190980575419008,79.0,0.10238763239017046,0.07874544647817501
exp00056,3,0.7173904249115506,0.24190980575419008,79.0,0.10012501115138397,0.07773222733873013
exp00056,4,0.7173904249115506,0.24190980575419008,79.0,0.10217318096191082,0.0763067539134251
exp00057,0,0.6997987430390377,0.2763887961376194,42.0,0.10324669885050054,0.07945390017578635
exp00057,1,0.6997987430390377,0.2763887961376194,42.0,0.10117655661613159,0.07786749873665998
exp00057,2,0.6997987430390377,0.2763887961376194,42.0,0.10008894698248155,0.07938831472123048
exp00057,3,0.6997987430390377,0.2763887961376194,42.0,0.10055573931400182,0.08214628867270381
exp00057,4,0.6997987430390377,0.2763887961376194,42.0,0.10154033536100854,0.07780539453584699
exp00058,0,0.20206414053492797,0.25492726987676834,77.0,0.12329710640500148,0.08852641160950535
exp00058,1,0.20206414053492797,0.25492726987676834,77.0,0.13032989685291915,0.1009567999538435
exp00058,2,0.20206414053492797,0.25492726987676834,77.0,0.1240247812224387,0.0920310516782803
exp00058,3,0.20206414053492797,0.25492726987676834,77.0,0.11779818787155814,0.09709514659733408
exp00058,4,0.20206414053492797,0.25492726987676834,77.0,0.11900351016163838,0.11394205907204163
exp00059,0,0.17876666056190432,0.33666024124020794,62.0,0.11554598600727999,0.10020705031197447
exp00059,1,0.17876666056190432,0.33666024124020794,62.0,0.12521649928396109,0.1048571208810104
